playerID,year,Starting Year,Last Year
spicelo01,1946,1946,1946
stolkar01,1946,1946,1947
stutzst01,1946,1946,1948
sydnobu01,1946,1946,1946
torgoir01,1946,1939,1948
vanbrbi01,1946,1946,1949
vaughvi01,1946,1946,1947
wallare01,1946,1946,1946
wallare01,1946,1946,1946
weberja01,1946,1945,1946
weberja01,1946,1945,1946
wertira01,1946,1946,1947
wertira01,1946,1946,1947
zasloma01,1946,1946,1955
zelleha01,1946,1946,1946
abramjo01,1947,1946,1947
abramjo01,1947,1946,1947
beendha01,1947,1946,1948
beendha01,1947,1946,1948
bloommi01,1947,1947,1948
bloommi01,1947,1947,1948
braunca01,1947,1947,1961
brownst01,1947,1947,1951
byrneto01,1947,1946,1950
calveer01,1947,1946,1948
connoch01,1947,1945,1947
crossch01,1947,1947,1949
dallmho01,1947,1946,1948
dollbo01,1947,1946,1949
downebi01,1947,1947,1947
ehlerbu01,1947,1947,1948
ezersjo01,1947,1947,1949
feeribo01,1947,1945,1949
fitzgdi01,1947,1946,1947
fleisje01,1947,1946,1952
fuetshe01,1947,1945,1947
fulksjo01,1947,1946,1953
gaineel01,1947,1941,1949
garfija01,1947,1945,1948
gilmuch01,1947,1946,1950
goodwpo01,1947,1945,1947
gottlle01,1947,1946,1947
graywy01,1947,1946,1947
graywy01,1947,1946,1947
halbech01,1947,1946,1950
halbech01,1947,1946,1950
hankice01,1947,1946,1947
hermskl01,1947,1943,1952
hertzso01,1947,1946,1950
hertzso01,1947,1946,1950
hewsoja01,1947,1947,1947
hickena01,1947,1944,1947
hillhar01,1947,1946,1947
hoefech01,1947,1946,1947
hoffmpa01,1947,1947,1954
holubdi01,1947,1947,1947
hubbabo01,1947,1947,1948
hustopa01,1947,1947,1947
janisjo01,1947,1946,1947
janisjo01,1947,1946,1947
jeannbu01,1947,1938,1949
jorgejo01,1947,1947,1948
jorgejo01,1947,1947,1948
kaplora01,1947,1946,1947
kellyje01,1947,1946,1947
klotzhe01,1947,1947,1947
knorele01,1947,1946,1949
kukara01,1947,1947,1948
lewisgr01,1947,1946,1948
lewisgr01,1947,1946,1948
loganjo01,1947,1946,1950
mahnkjo01,1947,1945,1952
mariasa01,1947,1947,1947
martidi01,1947,1946,1947
martido01,1947,1946,1948
maughar01,1947,1946,1950
maughar01,1947,1946,1950
mckinho01,1947,1946,1951
mcnabch01,1947,1947,1947
mearnge01,1947,1946,1947
meinhca01,1947,1947,1948
miasest01,1947,1946,1952
misakwa01,1947,1947,1947
munroge01,1947,1946,1947
musian01,1947,1946,1948
noelpa01,1947,1947,1951
norlajo01,1947,1946,1950
nostrge01,1947,1946,1949
noszkst01,1947,1945,1948
obriebo01,1947,1947,1948
ogradbu01,1947,1945,1948
okeefdi01,1947,1947,1950
palmebu01,1947,1946,1948
phillan01,1947,1947,1957
putnado01,1947,1946,1949
reisech01,1947,1943,1949
riebeme01,1947,1943,1948
robbile01,1947,1947,1948
rochare01,1947,1947,1956
rockeja01,1947,1947,1947
rockge01,1947,1947,1947
rotheir01,1947,1946,1948
rotheir01,1947,1946,1948
rotheir01,1947,1946,1948
rottnmi01,1947,1945,1947
rouxgi01,1947,1946,1948
rulloje01,1947,1946,1949
sadowed01,1947,1940,1949
sailoke01,1947,1946,1950
sailoke01,1947,1946,1950
sailoke01,1947,1946,1950
schadbe01,1947,1947,1948
schuldi01,1947,1942,1949
scolafr01,1947,1946,1954
seminji01,1947,1946,1949
senesge01,1947,1946,1953
seymopa01,1947,1946,1959
shannea01,1947,1946,1948
simmoco01,1947,1946,1955
simmoco01,1947,1946,1955
smawlbe01,1947,1946,1951
spectar01,1947,1946,1949
stumpge01,1947,1947,1949
stutzst01,1947,1946,1948
tanensi01,1947,1947,1948
thursme01,1947,1946,1947
tinglja01,1947,1947,1948
toomaja01,1947,1947,1949
toomaja01,1947,1947,1949
torgoir01,1947,1939,1948
vanbrbi01,1947,1946,1949
vancege01,1947,1947,1951
wertira01,1947,1946,1947
zasloma01,1947,1946,1955
armstcu01,1948,1941,1950
bachjo01,1948,1948,1948
beendha01,1948,1946,1948
bishoga01,1948,1948,1948
blackch01,1948,1947,1951
blackch01,1948,1947,1951
bloommi01,1948,1947,1948
bloommi01,1948,1947,1948
bornhja01,1948,1948,1949
braunca01,1948,1947,1961
brookpr01,1948,1946,1950
brownbo01,1948,1948,1950
brownda01,1948,1948,1948
brownji01,1948,1948,1949
budkowa01,1948,1948,1951
byrneto01,1948,1946,1950
byrneto01,1948,1946,1950
calhobi01,1948,1947,1954
calveer01,1948,1946,1948
carlsdo01,1948,1946,1950
colonjo01,1948,1948,1948
crockdi01,1948,1948,1952
crossch01,1948,1947,1949
currafr01,1948,1947,1949
dallmho01,1948,1946,1948
daviebo01,1948,1945,1954
dollbo01,1948,1946,1949
duncaan01,1948,1947,1950
dwanja01,1948,1947,1948
egglelo01,1948,1947,1948
ehlerbu01,1948,1947,1948
ellefra01,1948,1948,1950
eskrija01,1948,1948,1948
eskrija01,1948,1948,1948
ezersjo01,1948,1947,1949
ezersjo01,1948,1947,1949
ezersjo01,1948,1947,1949
farbmph01,1948,1948,1948
farbmph01,1948,1948,1948
feeribo01,1948,1945,1949
ferriar01,1948,1948,1950
fitzgbo01,1948,1945,1948
fleisje01,1948,1946,1952
formado01,1948,1948,1948
fulksjo01,1948,1946,1953
gallaha01,1948,1948,1957
gardnea01,1948,1948,1948
garfija01,1948,1945,1948
gilmuch01,1948,1946,1950
glamage01,1948,1941,1950
grabojo01,1948,1948,1961
gunthco01,1948,1946,1948
halbech01,1948,1946,1950
halbech01,1948,1946,1950
halebr01,1948,1946,1950
halebr01,1948,1946,1950
hamilra01,1948,1947,1950
hamilra01,1948,1947,1950
hazenjo01,1948,1948,1948
henrybi01,1948,1947,1949
hermskl01,1948,1943,1952
hertzso01,1948,1946,1950
holcodo01,1948,1948,1948
holzmre01,1948,1945,1953
hubbabo01,1948,1947,1948
jamesge01,1948,1948,1950
jarosto01,1948,1946,1950
jeannbu01,1948,1938,1949
johnsar01,1948,1946,1952
jorgejo01,1948,1947,1948
kachawh01,1948,1948,1948
kachawh01,1948,1948,1948
kaftage01,1948,1948,1952
katkale01,1948,1948,1949
kellyto01,1948,1948,1948
kinnebo01,1948,1945,1950
kinnebo01,1948,1945,1950
kirkwa01,1948,1947,1951
kirkwa01,1948,1947,1951
klierle01,1948,1946,1950
knorele01,1948,1946,1949
kostean01,1948,1948,1948
krausda01,1948,1948,1948
krauthe01,1948,1948,1948
kukara01,1948,1947,1948
levanan01,1948,1945,1952
lewisfr01,1948,1946,1949
lewisfr01,1948,1946,1949
lewisgr01,1948,1946,1948
loganjo01,1948,1946,1950
lucasal01,1948,1944,1948
lumppra01,1948,1948,1952
lumppra01,1948,1948,1952
maddoja01,1948,1946,1948
mahnkjo01,1948,1945,1952
mahnkjo01,1948,1945,1952
mahnkjo01,1948,1945,1952
malamli01,1948,1948,1948
malamli01,1948,1948,1948
mandijo01,1948,1947,1949
martido01,1948,1946,1948
martido01,1948,1946,1948
maughar01,1948,1946,1950
mcgahme01,1948,1948,1948
mckinho01,1948,1946,1951
meinhca01,1948,1947,1948
meinhca01,1948,1947,1948
miasest01,1948,1946,1952
mikaned01,1948,1948,1953
mikange01,1948,1946,1955
millebi01,1948,1948,1948
millebi01,1948,1948,1948
mogusle01,1948,1945,1950
mogusle01,1948,1945,1950
mogusle01,1948,1945,1950
morgeel01,1948,1946,1950
musian01,1948,1946,1948
nagyfr01,1948,1947,1950
napolpa01,1948,1947,1948
nichoja01,1948,1948,1957
niemiri01,1948,1946,1950
noelpa01,1948,1947,1951
norlajo01,1948,1946,1950
nostrge01,1948,1946,1949
nostrge01,1948,1946,1949
noszkst01,1948,1945,1948
novakmi01,1948,1939,1953
obriebo01,1948,1947,1948
obriebo01,1948,1947,1948
oconnde01,1948,1948,1949
ogradbu01,1948,1945,1948
ogradbu01,1948,1945,1948
okeefdi01,1948,1947,1950
painefr01,1948,1948,1948
palmebu01,1948,1946,1948
parhaea01,1948,1948,1950
passama01,1948,1946,1948
pelkija01,1948,1940,1948
pelkija01,1948,1940,1948
phillan01,1948,1947,1957
pollaji01,1948,1947,1954
pughle01,1948,1948,1949
pughro01,1948,1947,1948
pughro01,1948,1947,1948
pughro01,1948,1947,1948
putnado01,1948,1946,1949
raderho01,1948,1946,1948
ramsera01,1948,1947,1948
reisech01,1948,1943,1949
riebeme01,1948,1943,1948
riebeme01,1948,1943,1948
risenar01,1948,1945,1957
rittete01,1948,1948,1950
robbile01,1948,1947,1948
roberbi01,1948,1947,1950
roberbi01,1948,1947,1950
roberbi01,1948,1947,1950
rochare01,1948,1947,1956
rollike01,1948,1948,1952
rotheir01,1948,1946,1948
rouxgi01,1948,1946,1948
rouxgi01,1948,1946,1948
rulloje01,1948,1946,1949
sadowed01,1948,1940,1949
sailoke01,1948,1946,1950
schaehe01,1948,1941,1949
scharbe01,1948,1946,1948
schneot01,1948,1948,1948
schneot01,1948,1948,1948
schuldi01,1948,1942,1949
scolafr01,1948,1946,1954
seminji01,1948,1946,1949
senesge01,1948,1946,1953
shannea01,1948,1946,1948
shannea01,1948,1946,1948
shannho01,1948,1948,1949
shriddi01,1948,1948,1948
simmoco01,1948,1946,1955
smawlbe01,1948,1946,1951
smileja01,1948,1947,1950
smithdo01,1948,1942,1948
spearod01,1948,1948,1956
spectar01,1948,1946,1949
sprinji01,1948,1947,1948
spruiji01,1948,1948,1948
stumpge01,1948,1947,1949
stutzst01,1948,1946,1948
tanensi01,1948,1947,1948
tanensi01,1948,1947,1948
tidriha01,1948,1944,1948
tidriha01,1948,1944,1948
tinglja01,1948,1947,1948
tonkoan01,1948,1948,1948
toomaja01,1948,1947,1949
toomaja01,1948,1947,1949
torgoir01,1948,1939,1948
torgoir01,1948,1939,1948
toughbo01,1948,1945,1950
towerbl01,1948,1941,1950
towerbl01,1948,1941,1950
triptdi01,1948,1944,1949
vanbrbi01,1948,1946,1949
vancege01,1948,1947,1951
walkebr01,1948,1948,1951
wanzebo01,1948,1947,1956
wehrdi01,1948,1948,1948
wilcudc01,1948,1948,1949
williwa01,1948,1948,1948
zasloma01,1948,1946,1955
zunicma01,1948,1947,1948
armstcu01,1949,1941,1950
barkecl01,1949,1949,1951
barnhle01,1949,1949,1953
barteed01,1949,1949,1950
barteed01,1949,1949,1950
beardra01,1949,1949,1950
bercege01,1949,1948,1950
blackch01,1949,1947,1951
blackch01,1949,1947,1951
bobbne01,1949,1949,1952
bornhja01,1949,1948,1949
borylvi01,1949,1949,1953
bovendo01,1949,1949,1952
boykoha01,1949,1947,1950
bradljo01,1949,1949,1950
brannbo01,1949,1948,1954
braunca01,1949,1947,1961
brianfr01,1949,1947,1955
brookpr01,1949,1946,1950
brownbo01,1949,1948,1950
brownji01,1949,1948,1949
budkowa01,1949,1948,1951
burmaja01,1949,1948,1950
byrneto01,1949,1946,1950
calhobi01,1949,1947,1954
carlsdo01,1949,1946,1950
carpebo01,1949,1940,1950
carteja01,1949,1948,1950
carteja01,1949,1948,1950
cervial01,1949,1937,1952
chanejo01,1949,1946,1949
chanejo01,1949,1946,1949
chollle01,1949,1949,1950
clossbi01,1949,1946,1951
cloydpa01,1949,1947,1950
cloydpa01,1949,1947,1950
colemja01,1949,1949,1957
cookbo01,1949,1948,1950
corlera01,1949,1949,1952
cottoja01,1949,1948,1949
crockdi01,1949,1948,1952
crossch01,1949,1947,1949
currafr01,1949,1947,1949
dardeji01,1949,1948,1950
daviebo01,1949,1945,1954
dilloho01,1949,1949,1949
doddea01,1949,1949,1949
dolhojo01,1949,1949,1950
dollbo01,1949,1946,1949
donovha01,1949,1949,1949
duncaan01,1949,1947,1950
eddledi01,1949,1949,1952
engluge01,1949,1941,1949
engluge01,1949,1941,1949
evansbo01,1949,1949,1949
ezersjo01,1949,1947,1949
ezersjo01,1949,1947,1949
feeribo01,1949,1945,1949
feigege01,1949,1949,1952
ferriar01,1949,1948,1950
fleisje01,1949,1946,1952
fulksjo01,1949,1946,1953
gaborbi01,1949,1948,1954
gaineel01,1949,1941,1949
gallaha01,1949,1948,1957
gardnve01,1949,1949,1951
gatesfr01,1949,1946,1950
gibsode01,1949,1948,1950
gibsoho01,1949,1948,1950
gibsoho01,1949,1948,1950
gilmuch01,1949,1946,1950
glickno01,1949,1949,1949
gordopa01,1949,1949,1949
grabojo01,1949,1948,1961
grantbu01,1949,1949,1950
gratedo01,1949,1947,1949
grozaal01,1949,1949,1950
guokaal01,1949,1948,1949
guokaal01,1949,1948,1949
hahnro01,1949,1949,1949
halbech01,1949,1946,1950
halebr01,1949,1946,1950
hamilda01,1949,1939,1949
hannual01,1949,1948,1956
hargijo01,1949,1947,1950
harribo01,1949,1949,1953
harribo02,1949,1949,1957
hassebi01,1949,1946,1950
hassebi01,1949,1946,1950
hawkima01,1949,1948,1949
henrybi01,1949,1947,1949
henrybi01,1949,1947,1949
hermabi01,1949,1949,1950
hermskl01,1949,1943,1952
hertzso01,1949,1946,1950
hoffmpa01,1949,1947,1954
hollajo01,1949,1949,1951
holzmre01,1949,1945,1953
jamesge01,1949,1948,1950
janotho01,1949,1949,1949
jarosto01,1949,1946,1950
jeannbu01,1949,1938,1949
johnsar01,1949,1946,1952
johnsra01,1949,1947,1952
johnsra01,1949,1947,1952
joneswa01,1949,1949,1951
jorgeno01,1949,1946,1952
kaftage01,1949,1948,1952
katkale01,1949,1948,1949
kerrija01,1949,1949,1952
kerrija01,1949,1949,1952
kinnebo01,1949,1945,1950
kirkwa01,1949,1947,1951
kirkwa01,1949,1947,1951
klierle01,1949,1946,1950
kluehdu01,1949,1949,1950
kluehdu01,1949,1949,1950
knorele01,1949,1946,1949
komenmi01,1949,1946,1950
kubiale01,1949,1948,1950
kudelfr01,1949,1949,1952
lautewa01,1949,1947,1949
lavelto01,1949,1949,1950
leedeed01,1949,1949,1950
levanan01,1949,1945,1952
lewisfr01,1949,1946,1949
lewisfr01,1949,1946,1949
livinro01,1949,1949,1950
livinro01,1949,1949,1950
loganjo01,1949,1946,1950
lumppra01,1949,1948,1952
macaued01,1949,1949,1958
macknjo01,1949,1948,1950
mahnkjo01,1949,1945,1952
mahnkjo01,1949,1945,1952
mahnkjo01,1949,1945,1952
mandijo01,1949,1947,1949
mandijo01,1949,1947,1949
martisl01,1949,1949,1959
maughar01,1949,1946,1950
mazzama01,1949,1949,1949
mccarmi01,1949,1946,1949
mccarmi01,1949,1946,1949
mcguidi01,1949,1949,1959
mckinho01,1949,1946,1951
mcmulma01,1949,1949,1950
mehendi01,1949,1947,1951
menkeke01,1949,1947,1949
miasest01,1949,1946,1952
mikaned01,1949,1948,1953
mikaned01,1949,1948,1953
mikange01,1949,1946,1955
mikkeve01,1949,1949,1958
miksial01,1949,1949,1950
mitchmu01,1949,1949,1949
mogusle01,1949,1945,1950
morrima01,1949,1946,1950
mullajo01,1949,1949,1949
nagelje01,1949,1949,1949
nichoja01,1949,1948,1957
nichoja01,1949,1948,1957
niemiri01,1949,1946,1950
niemiri01,1949,1946,1950
noelpa01,1949,1947,1951
nolanji01,1949,1949,1949
norlajo01,1949,1946,1950
nostrge01,1949,1946,1949
nostrge01,1949,1946,1949
nostrge01,1949,1946,1949
novakmi01,1949,1939,1953
novakmi01,1949,1939,1953
oconnde01,1949,1948,1949
oconnde01,1949,1948,1949
odonnan01,1949,1949,1949
okeefdi01,1949,1947,1950
oldhajo01,1949,1949,1950
ollrige01,1949,1949,1949
orrjo01,1949,1949,1949
orrjo01,1949,1949,1949
ottendo01,1949,1946,1952
ottendo01,1949,1946,1952
ottenma01,1949,1949,1950
ottenma01,1949,1949,1950
owensre01,1949,1949,1951
owensre01,1949,1949,1951
parhaea01,1949,1948,1950
parkija01,1949,1949,1949
parslch01,1949,1949,1950
patrist01,1949,1944,1950
patrist01,1949,1944,1950
payakjo01,1949,1949,1952
payakjo01,1949,1949,1952
perkiwa01,1949,1949,1950
petered01,1949,1948,1950
phelaja01,1949,1949,1949
phelaja01,1949,1949,1949
phillan01,1949,1947,1957
pollaji01,1949,1947,1954
pritcjo01,1949,1949,1949
pughle01,1949,1948,1949
putnado01,1949,1946,1949
ratkoge01,1949,1941,1954
raydo01,1949,1948,1950
reisech01,1949,1943,1949
risenar01,1949,1945,1957
rittete01,1949,1948,1950
roberbi01,1949,1947,1950
rochare01,1949,1947,1956
rollike01,1949,1948,1952
royerbo01,1949,1949,1949
rulloje01,1949,1946,1949
sadowed01,1949,1940,1949
sadowed01,1949,1940,1949
sailoke01,1949,1946,1950
saulpe01,1949,1949,1954
schaehe01,1949,1941,1949
schatma01,1949,1949,1949
schaufr01,1949,1949,1953
schaydo01,1949,1948,1963
schoomi01,1949,1946,1950
schuldi01,1949,1942,1949
schuldi01,1949,1942,1949
schuldi01,1949,1942,1949
schulho01,1949,1946,1952
schulho01,1949,1946,1952
scolafr01,1949,1946,1954
seewa01,1949,1949,1950
selbogl01,1949,1947,1950
seltzro01,1949,1946,1950
seminji01,1949,1946,1949
senesge01,1949,1946,1953
seymopa01,1949,1946,1959
shaefca01,1949,1949,1950
shannho01,1949,1948,1949
shippch01,1949,1937,1949
simmoco01,1949,1946,1955
smawlbe01,1949,1946,1951
smileja01,1949,1947,1950
smileja01,1949,1947,1950
sobekch01,1949,1945,1949
spearod01,1949,1948,1956
spectar01,1949,1946,1949
stanced01,1949,1946,1950
stumpge01,1949,1947,1949
stumpge01,1949,1947,1949
todormi01,1949,1947,1950
todormi01,1949,1947,1950
toomaja01,1949,1947,1949
toughbo01,1949,1945,1950
toughbo01,1949,1945,1950
towerbl01,1949,1941,1950
triptdi01,1949,1944,1949
vanbrbi01,1949,1946,1949
vancege01,1949,1947,1951
vandeer01,1949,1949,1955
volkefl01,1949,1947,1950
volkefl01,1949,1947,1950
vonniwh01,1949,1947,1949
vonniwh01,1949,1947,1949
wagercl01,1949,1943,1950
wagneda01,1949,1947,1949
walkebr01,1949,1948,1951
walthpa01,1949,1949,1954
walthpa01,1949,1949,1954
wanzebo01,1949,1947,1956
wiermu01,1949,1948,1950
wilcudc01,1949,1948,1949
woodbo01,1949,1949,1949
zasloma01,1949,1946,1955
arizipa01,1950,1950,1961
armstcu01,1950,1941,1950
barkecl01,1950,1949,1951
barnhle01,1950,1949,1953
barteed01,1950,1949,1950
beached01,1950,1950,1950
beached01,1950,1950,1950
beardra01,1950,1949,1950
blevile01,1950,1950,1950
bobbne01,1950,1949,1952
borsaik01,1950,1950,1950
borylvi01,1950,1949,1953
boykoha01,1950,1947,1950
boykoha01,1950,1947,1950
brianfr01,1950,1947,1955
budkowa01,1950,1948,1951
burriar01,1950,1950,1951
byrneto01,1950,1946,1950
byrneto01,1950,1946,1950
byrneto01,1950,1946,1950
calabge01,1950,1950,1951
calhobi01,1950,1947,1954
carlsdo01,1950,1946,1950
carpebo01,1950,1940,1950
carpebo01,1950,1940,1950
cervial01,1950,1937,1952
chollle01,1950,1949,1950
chrisca01,1950,1950,1954
cliftna01,1950,1950,1961
clossbi01,1950,1946,1951
colemja01,1950,1949,1957
coopech01,1950,1950,1955
corlera01,1950,1949,1952
cousybo01,1950,1950,1969
daviebo01,1950,1945,1954
dezonha01,1950,1948,1950
dolhojo01,1950,1949,1950
donhabo01,1950,1950,1953
duncaan01,1950,1947,1950
eddledi01,1950,1949,1952
ellefra01,1950,1948,1950
ferriar01,1950,1948,1950
foustla01,1950,1950,1961
fulksjo01,1950,1946,1953
gaborbi01,1950,1948,1954
gallaha01,1950,1948,1957
gardnve01,1950,1949,1951
gaydaed01,1950,1950,1950
gilmuch01,1950,1946,1950
grantbu01,1950,1949,1950
grozaal01,1950,1949,1950
halbech01,1950,1946,1950
halbech01,1950,1946,1950
halebr01,1950,1946,1950
hannual01,1950,1948,1956
hargijo01,1950,1947,1950
hargijo01,1950,1947,1950
harribo01,1950,1949,1953
harribo01,1950,1949,1953
harribo02,1950,1949,1957
hassebi01,1950,1946,1950
hermskl01,1950,1943,1952
hermskl01,1950,1943,1952
hertzso01,1950,1946,1950
hoffmpa01,1950,1947,1954
hollajo01,1950,1949,1951
holzmre01,1950,1945,1953
huttojo01,1950,1950,1951
jamesge01,1950,1948,1950
jamesge01,1950,1948,1950
jarosto01,1950,1946,1950
johnsar01,1950,1946,1952
johnsra01,1950,1947,1952
joneswa01,1950,1949,1951
jorgeno01,1950,1946,1952
jorgeno01,1950,1946,1952
kaftage01,1950,1948,1952
kerrija01,1950,1949,1952
kluehdu01,1950,1949,1950
kudelfr01,1950,1949,1952
kudelfr01,1950,1949,1952
lavelto01,1950,1949,1950
lavoybo01,1950,1950,1953
leedeed01,1950,1949,1950
livinro01,1950,1949,1950
lloydea01,1950,1950,1959
lofgrdo01,1950,1950,1953
lofgrdo01,1950,1950,1953
loganjo01,1950,1946,1950
lumppra01,1950,1948,1952
macaued01,1950,1949,1958
macknjo01,1950,1948,1950
magerno01,1950,1950,1950
mahnkjo01,1950,1945,1952
mahnkjo01,1950,1945,1952
martisl01,1950,1949,1959
maughar01,1950,1946,1950
mcguidi01,1950,1949,1959
mckinho01,1950,1946,1951
mckinho01,1950,1946,1951
mcmulma01,1950,1949,1950
mcnamjo01,1950,1950,1951
mehendi01,1950,1947,1951
mehendi01,1950,1947,1951
mehendi01,1950,1947,1951
mikaned01,1950,1948,1953
mikaned01,1950,1948,1953
mikaned01,1950,1948,1953
mikange01,1950,1946,1955
mikkeve01,1950,1949,1958
mogusle01,1950,1945,1950
mrazoch01,1950,1950,1950
murrake01,1950,1950,1954
murrake01,1950,1950,1954
nichoja01,1950,1948,1957
noelpa01,1950,1947,1951
norlajo01,1950,1946,1950
okeefdi01,1950,1947,1950
okeefto01,1950,1950,1950
oldhajo01,1950,1949,1950
osheake01,1950,1950,1952
ottendo01,1950,1946,1952
ottendo01,1950,1946,1952
ottendo01,1950,1946,1952
parhaea01,1950,1948,1950
perkiwa01,1950,1949,1950
petered01,1950,1948,1950
petered01,1950,1948,1950
phillan01,1950,1947,1957
pollaji01,1950,1947,1954
ratkoge01,1950,1941,1954
rehfedo01,1950,1950,1951
riffeji01,1950,1950,1950
risenar01,1950,1945,1957
rittete01,1950,1948,1950
rochare01,1950,1947,1956
sailoke01,1950,1946,1950
sailoke01,1950,1946,1950
saulpe01,1950,1949,1954
sawyeal01,1950,1950,1950
schaufr01,1950,1949,1953
schaydo01,1950,1948,1963
scherhe01,1950,1950,1951
schnidi01,1950,1950,1957
scolafr01,1950,1946,1954
scolafr01,1950,1946,1954
senesge01,1950,1946,1953
seymopa01,1950,1946,1959
shaefca01,1950,1949,1950
sharmbi01,1950,1950,1961
simmoco01,1950,1946,1955
smawlbe01,1950,1946,1951
smawlbe01,1950,1946,1951
stanced01,1950,1946,1950
todormi01,1950,1947,1950
vancege01,1950,1947,1951
